10001d9a,mDiffusion0HorizontalDegree
8a62332b,WalkLeftSwing_Rllr
8a72eab7,mDailyRewardBuffer[0]
8a7da0f6,mForceDropNearestSplashAddNum
8a82a155,mSearchCnt
8a82caf8,mFindRotateRate
8a98aac8,mSplash_A_Num
8aace85a,ThrowBomb_Chrg
8ab87282,mBurst_Damage_Far_Ch0
8abbb258,Rotation2
8abd7166,mSpeedPL
8abdf06d,mFrameBlink
8ac1684a,Shoot_Nrml
8ac180ed,pauseFadeInSec
8acc09bc,mAttackTargetRange
8ada989f,mScale_MaxVelL
8ae23df5,mChaseStartBaseSpeedComeUnderRate
8af487a9,WalkBackSwing_Rllr
8b071dfc,mShockWaveOffsetX
8b1297f7,MarkingTime_ShortRt_Trap
8b1d34f3,mAttackPatternSequenceLv1
8b1f93a7,Check
8b2369bf,mRiseFall_AltitudeCheck_Num
8b255df4,Jump_BigLaser00
8b29a5c3,mFirstGroupBulletStraightFrame
8b2fc633,mBurst_PaintRMid
8b3278e3,mFaraway_ScaleDownBias
8b35c6b,mOtherWeaponEnterMessageFrame
8b4008a7,mWaitPickUpFrame
8b4f420f,mApproachStateTargetDistanceXZ
8b50c6fa,mSplashOffsetWidth
8b593c6a,mSplashAnglePitchB
8b60029d,mBurst_WaitFrame
8b6128bf,WaitShoot_SprMissle_St
8b67515e,mLightPillar_HeightHalf
8b817d57,mCoopMaxChargeInkConsume
8b81fc0d,mMutekiRefreshFrame
8b840a9c,mAdjustFrame
8b8a7e5d,mPaintFarCenterDistance
8b91614e,mGeyserDamage
8b925823,SakelienTower
8b9a90d3,mMuzzleMinLimitAngleDegPitch
8b9f4e29,mSpeedCoefSlow
8ba8796b,mBombCoreCrossPaintRadius
8babb745,mThirdGroupBulletInitSpeedRandomX
8bd4e90a,mPaintNearestSplashCameraRate
8be2a634,side1_L_0004
8beefe78,nape3_0201
8bf72502,mDiffusion1Num
8bfb32c9,mTrackRepeatFrameInStable
8c00eb86,mLeftArmDynamicsParams
8c062153,mHeightTable[4]
8c122ef0,Lose_Umbrella
8c16a1d2,mMonitorRotateX
8c187409,mHasHitFrame
8c2000cc,mRefreshFrame
8c2bd4c,mSplash_A_PositionWidthY
8c30f09,WaitShoot_Chrg
8c37d14b,mStampComboNumList
8c3e58a5,ChargeEd2
8c4da409,mSecondGroupBurst_Damage_Far
8c52cf03,mLoopStart
8c56bfe4,mSleepPlayerDeath
8c679e68,mJumpTopWaitFrame
8c75ab30,Jump_Grind_Twins
8c86a432,mArm00DirectableParams
8c87bf62,mTwoShot_IdolSpotIdx
8c8b4929,mPaintNearestSplashValidHeight
8c8d9045,mDamageToMapObj
8ca725d2,MoveVelRt_Human_Shot
8cb11a03,mDanceAnim[5]
8cb1dbde,mSplash_B_WallDropPaintShockRadius
8cb484b9,mdamy_
8cbae727,mQuickCombpRotSpeedDegPerSec
8cbf2e4f,mStartPos_Offset3
8cde391c,Sit_Sleep
8ce1a0d1,mConsiderGroundingFrame
8cf0e387,front1_L_0105
8cf3d6fd,SakelienLarge
8d0468a3,mCrossPaintRayRadius
8d0e2552,mMuzzleMinLimitAngleDegPitchWalkingShot
8d11f9ad,mFirstGroupBurst_Damage_Far
8d199df3,Point
8d2328a2,mSoundPitchStart
8d304a95,mTargetPosMaxOffsetX
8d35bef2,mDailyRewardOffsetScale
8d43c941,mDamageToEmit
8d4688bf,mGoalColRadius
8d493769,mJumpGndCharge
8d4a8b13,RailKing_demo0
8d5e99a6,mAppearFrame
8d650e,mCrossPaintEllipticRate_SJ
8d77d1e4,mRotAngleAccPercentDamage
8d7c5906,mDelay
8d9bc1dd,RunRightShoot_Nrml
8da876c5,mSplash_A_WallDropPaintTarget0FrameMin
8db055d1,mBulletSpeed
8dbd17b7,mShapeOffset
8dd361b,mIkuraDropNumFirstLarge
8dd726a8,Hair4_L_0200
8ddaa9e3,mMovePaintRadius
8de5dc33,mStampFacePaintRadius
8df1f89b,mFormParamsBuffer[2]
8df4a213,mReturnSpeedMin
8e010156,center2_0300
8e0725af,mSlowDownRateInPlayerRide
8e0f001a,mMaxChargeDamage
8e18371d,mSteepPaint_DrainCapacityH
8e208689,TakeOut_SketchBook
8e29c9d2,mFrameSinkLure
8e29f054,mPaintRadius_Bias
8e2bd804,StandUpSt_Helmet
8e2f7639,mColPlayerAddHeight
8e36a4c7,Return
8e420f6f,mPunchHitKnockBackLength
8e4a4aab,mFirstGroupSplashFromSecondToLastOneOccur
8e4b6b14,mBombPaintRadius_B
8e4e3052,side1_L_0101
8e54eabf,mAnimParamsBuffer[11]
8e5b30c6,mBurst_Damage_Middle_SJ
8e5b968a,mSplash_A_WallDropPaintTarget0FrameMax
8e6a2661,Dead
8e6d5b71,mSubRt_Effect_JumpTime_Save
8e6fd119,mSwingAroundDist
8e727ea3,mPathPlannableParams
8e80a7b8,mFallInterval
8e826db0,mLightTargetPosSmooth
8e92678e,Wait_Plaza_DanceA
8e95ca7f,mBurst_KnockBackCoreImpact_Ch2
8ea08207,mLife
8eb0894d,mLaunchFrame
8eb1f52d,BreadQuickOut
8ebd0053,ThrowBomb_Glng
8ec9ddb3,mIsCantGetInOtherKeyInGot
8ee0f157,mIdolDemoDuckingParams
8ee174cd,mThirdGroupBaseSpeedComeOverRate
8ee5a523,Wait_Plaza_Dance
8ef43fa4,mMuzzleToleranceInWaterCutter
8ef64166,mFinishNoticeFrm
8f0a30c,mMove_BrkGnd_C
8f101ad,mBurst_Radius_Near_SJ
8f13c9bd,WalkBackHold_SprMissle
8f1941dc,mRainAreaSpreadHeightWaitFrame
8f1b4c7d,mCoopMinChargeInkConsume
8f2226b2,mForceSleepFrame
8f2249f6,mRiseFall_AltitudeCheck_SphereR
8f233871,mLightPillar_DistanceL
8f2ebc12,mDashKd
8f30b49,Jump_Grind_Rllr
8f3ebefe,Stare
8f4408dc,mThirdGroupTargetSpeedXZ
8f452f42,mJumpFrameSinceDontMove
8f469aa5,Win_Umbrella
8f4c2d56,mSpiralSplashMaxSpanFrame
8f50d4cb,side2_R_0001
8f52d531,mPillarImpact
8f57336f,mHitStopNoiseBaseFreq
8f64b7e1,mLeapStampLandingPosOffset
8f766b5b,mAspect
8f772bd7,mCanons[4]
8f79cd2b,mRepaintForwardRadius
8f7dba57,mFlyingHoheiMissileChangeVecLeft
8f7eb4ab,mCurveStateNextStateMinDegreeAxisY
8f9ec754,mIsDrawMapArea
8facc2c4,mBombDamageRadiusFar_B
8fb15845,mBurst_SplashNum_LastBoss
8fb2249d,mReward
8fb611ec,Jump_Grind_Nrml_Ed
8fbe58aa,SakelienBagman
8fbeb67,mDirectionOffset
8fd884ad,Guard
8fda8bef,mCylinderRadius
8fda9e04,mDiffusion1HorizontalDegree
8fe036d0,FireSpinR
8fed9f6a,mAirBallPosOffset
8fef5b26,mSpawnOffset
8ffd6405,mSphereSplashPaintRadius
900f1b62,Sakedozer
90224b09,SlipSlope
9024aed1,mLostIkuraIntervalFrame
9025b755,mScatterSplashInitSpeed
9028faae,mMiniMap_RenderingScale
902cda48,mAccelBumpWall
9034fb19,mSecondGroupBaseSpeedComeOverRate
9036e2c8,mIsDrawCorner
903df044,mSplash_D_InitSpeedNoRandomNum
9042b8a0,nape2_R_0005
904996aa,MsnDemo_Start_Slosher
904b3f14,mLandSplashDrawRadius
9055bc54,mAttackEdSpeed
909128d8,mRejectUnderWalkRadius
90939405,Hair1_L_0003
90aba7c1,mAttCorrectionLerpRate
90ba9f95,mLandingPaintRadius
90c1621c,ConsumeRt_Main_High
90d21744,side1_L_0101
90d6fcfb,mPaintAreaSize
90d76fe2,mDiffusionInitVelRandom
90e4e407,mRotSpeed
90e8f21,mThirdGroupBaseSpeedComeUnderRate
90eaa3ea,mFlySplash_MaxScaleHighest_Ch2
90eca4a2,mDynamicsParamsBuffer[15]
910d45f9,ErodeNoise
911d59d7,TouchIC_BBll_Dash
91398972,mFirstGroupBurst_KnockBackRadius
913acc70,mBulletRadius
91423b11,mDamageByBomb
9146946c,mPaintGauge_PointFull
914e62f1,mChaseStartFrame
91552b91,mFrameLimitAttack
915b1a38,mPendulumC
915dbfed,mSquidMotionBuffer[3]
9160e535,DisappointedB
91674a3f,mBombPaintRadius
91738ff0,mmTrapBox
91749949,attack_loop
917a48c9,mCoopSecondGroupBurst_Damage_Far
917f0df3,mPhaseArray
91831c3e,mNpcPlazaActionParams
91858c36,mBurst_PaintRHigh
9185d42c,mRandomRewardBuffer[2]
918604c1,mSpiralSplashSpeedMaxRate
918e7fdc,MarkingTime_ShortRt_Trap
9196cd91,mQuickChaseStartAttackDistance
91a0958e,MsnDemo_Change
91a5029e,mMark2_InkBarNum
91a7266a,mJustAirForceGroundAddHeight
91b2884e,mPlayerSpeedForRollerKnockBack
91b64d78,mCanRollerCorePushAgainFrame
91b74d74,mLastSuccessFadeStartFrame
91c277c,mAnimEdFrame
91c3a011,mFootPrintAnimBuffer[0]
91d189b0,mObjColCapsuleParams[3]
91d3a58c,mGravityInStable
91d7fd8,mPunchMoves[1]
91e73dfa,mLightCtrlOffset
91e9b356,mSecondGroupSplashColRadius
9202a278,mLookRange
9220ff0d,mStartPointMinScale
92211607,mIsOverwritePushInterpolation
92256b90,DokanWarp_MoveFrm
9227fde5,mUseBubbleTarget
922be8eb,mCoolDown
9232c23c,mVelDamping_EnemyEscape
92354b64,mUseLv3First
9235f362,Wait_MakingOcta00
9239bbd3,mEnvMapPoint
923d4da9,mSplash_D_DamageRateBase
92436c6b,mMaxSpeedY
924a34b5,mLifeTime
924b407,mPlayerAirKd
9254cfac,BreadTurnOff
9256dc42,mBombCoefficientOfRestitution
925fc0cd,AppearCutter
92600b96,mRejectLength
927a97dc,back2_0201
927ecaab,mMeshOffset
927f4260,mLastBossKeyColRadius
927fca7e,mNormaGoldenIkuraNum
9280bfc,T_ChaseL
9291e709,mUpDownScale
9298bbec,mPaintCheckHeightLimit
929a4871,WaitSt
929f449a,mSpeedB
92a08324,Hair2_L_0005
92a8af30,mDribblePosX
92b9fe13,mStartPointNozzleScaleCf
92c058ef,mInkBarRotateOffsetDeg
92c73f67,mFirstSearchPlayerFindDegree
92d10735,Kneel
92d23943,ThrowBomb_Curling
92da6ddc,mSearchablePlayerParams
92db360a,mLastBoss1BriefingStartPos
92e5a420,mAutoOpenBox
92e816d1,WaitShoot_WtrCtr
93004f6d,mRotSpeedBack
930baedf,Demo_Start
931e402f,mHoriInkBarLength
9334448e,mRopeLength
933c9563,mSpiralSplashColRadiusForField
933f8c5b,Hair_all_0002
9346da44,tvOutputVolume
9353408f,mActionGuidePointOffset
935d7917,mAnimParamsBuffer[3]
9369dbf6,mDailyRewardBuffer[1]
937c450c,mStall_EndWaitTime
93845f5b,mSplash_B_WallDropPaintTarget1Alpha
939e9fc2,mHeadDirectableParams
93ad40bf,amiibo_Relax
93c295a9,mSplashDamageInsideMaxDist
93d6a2e2,mChargeKeepSniperCameraMoveFrm
93d6d159,mTakowasaHitKnockBackLength
93ea2a4b,mUpFrame
93ea39a6,mBurst_Landing_AddHeight_High
93ea4389,Sit_Rap2
93f20005,mBubbleLaunchOffsetSide
93fd5442,mBurst_Radius_Far_MaxCharge
9408f2fa,mCharge
9411cf5d,mEndRt
941b0779,mStartDemo
94214b64,mGripB
94411205,mRotInterpRatio
94481113,mDropIkuraNum
944de39c,mLife
9458c4e,ServiceWait_2
945a54a8,FallDown
945db992,mFallDieHeight
945ea9dc,mRayleighScatteringAmplifier
94653584,Hair3_R_0005
94680ba,mEndingDelayFrame
947092c0,mFlySplash_MinScaleHighest_Ch2
947696c6,WalkDamage_Nrml
9485eaaf,mSwingAroundAttack
948f0f89,mOctaMapScale
94959fad,mSpout_SplashDrawR
94a417d7,mHomePosRadius
94b2f6a,mLookArea
94b5838a,SwingDownHorizontalEd2
94b61299,mLightColCheckDist
94b7d822,mWingChargeRotRatioMax
94d00014,mMoveRotRollLimitAngle
94d17308,mSecondPeriodMaxChargeFrame
94dd2afe,Win_Twins_St
94e2c1fb,mDropIkuraWaitFrameAfterDemoSkip
94e8745,mSideStepOneMuzzleInitVel
94f81f90,mIntensity
94fc5531,mSplash_B_WallDropPaintTarget0Speed
9508154d,ThrowHold_BBll
9511882e,mNearShotRange
951c408,mSelfKnockback
951d1012,mHeightTable[5]
95242be2,mPredictAlertFrame
9528db1d,mInWaitFrame
952a4c77,mDashOnlySpeedLv4
952f0e14,mSangoDeadFade
953c9897,mReadyCameraPushWait
95424f8d,mSplash_D_PositionOffsetY
95434778,mBurst_SplashVelH_Ch0
9547ff86,Hair3_L_0003
954cd707,mShotStAnimRate
95751491,mReachDistanceXZ
958b94d1,Hair2_R_0004
959c69b9,Wait_Plaza_Fes_HeadJelly
959c724b,mApplyMapObjPhysicsThoughSteppedMainField
959c8d3c,nape1_L_0005
959dd,Start2
959df9c0,DuckerVictoryHeroOctaParams
959e5736,mMaxSpeedPatrol
95a151f1,mSwingDownHEdFrame
95a5dce1,mColPlayerOffset
95a7504a,mEndFrame
95aa2b42,mDanceAnim[4]
95aac027,backC_0104
95b401f1,mBurst_EachLength_Bias
95b81a94,mBurst_Damage_Middle_MaxCharge
95d1286,mMoveTargetPosOffset
95db6cc3,mSplashAroundOnDestroy
95e0c8ed,mBombReflectRadius
95e567c0,BossStartWaitDummy
9600aba4,mReflectionRateWall
96083b41,mChanceCntSink
96195cf,mFlyCountMin_Attack
961c4d70,mStartPos_YawDeg0
961cbcc1,mSecondGroupWallCrossBoundRate
962002c5,mFallOrbitChangeNum
96291820,mProjShadowDensity
9638ad3a,mBomb_KnockBackRadius
96503119,mSwingDownShotNWayNum
965c648a,mLossOfColorWaitFrame
96636509,front2_0104
9663730f,mVertices
966558a3,mRiseHeight
966a8e85,WaitOff
966c1a96,mCanons[5]
967c7a09,ThrowHold_Bubble
9691c2c5,mInkBarRadius
96941a53,mDiePaintRadius
96967779,mBulletLifeTime
969743e0,mLerpToTargetRate
969c2c84,mEnemyWeaponsWalkingShotParams
96a0d387,mHitStopNoiseAcm
96bfff66,mLand_RotI
96ce7b0d,mCharge_Frm
96de0a90,mSecondGroupGroundMaxSpeed
96ef0772,RunRightHold_JetPack
96f97bf1,mBoxBuffer[2]
97001de9,Wait_Plaza_LookImportant_Insert
9703ce28,mModelScaleBumpWall
97041373,ComeOn_Nrml
9714161f,mAttackSinkRate
97225a01,mSuperJumpDecideFrame
97294094,mWaterFall_FadeInTime_Coop
9738e9a,mFlySplash_Distance_Ch0
973dc10c,Hair2_L_0005
9744386d,mWingChargeRotRatioMin
974abf3,mPlayerTargetSolidDistanceXZ
974fdbfe,mAnimParamsBuffer[10]
9751abf,stereoJackOutputVolume
975898e8,mTargetPlayerLockOnDebugPrintCenterX
9767070a,mSphereBuffer
9767e674,Sp_Start_Ed
976dfe81,mDOFStart
976fc182,mBeatSrcEnd
9779c8a7,mIsEscapeFromBombInHide
977c530f,mBurst_KnockBackKb_SJ
97872e67,mTurbunShellCameraInterp
97899eab,Lose_Twins_St
978da089,MsnDemo_Start_Blaster
9791389d,mDelay
9799bb22,mGroup
979caace,mWallDropPaintTarget1Frame
979d611,Sqd_amiibo_WaitFreeze
979d7ae9,mIntroCameraInterp
97b61b93,MissileEd
97b67386,MoveVel_Human
97b883f0,Hair1_R_0002
97bcab2d,mStartPos
97c8a5d2,mJumpAirBreakRt
97d24dfc,mSplash_C_PaintNearR
97d39b1f,mAutoFinish_VelForward
97d3a841,mImpactEndDist
97e269e,Wait_Making02_St
97e63d01,mMsgOnStampComboCountNum
97e85ad8,mChargeBulletSpecialCol_Scale
97f440a3,Hair1_L_0201
97fc95d8,mStartInkShowerFrameInDashWait
9813f81a,mPlayerVelAddRate
98141a55,mBalance_FrontBackAmbience
981505ed,mOceanDetailNormalRate
981e47e3,mStaticCapsuleParams[6]
982406f9,NpcParam
982508e5,SwingDownVerticalEd
98253b64,Surprised_loop
982871a6,BossWaitDummy
983591a4,mScatterSplashMinSpanBulletCounter
983b26b4,mInvokeMotion_JumpGnd
983e5585,mPressSize
983e9fdd,mSmallModelScaleDistance
9840cc83,mSplash_A_PositionWidth
98441e3f,mNearAlphaEnd
9845410a,mFrameSpawnZako
984cb58e,mEndingDelayFrameFest
984d0f7,mCoopThirdGroupBulletAfterDamageRateOffset
984e33f2,mDamageToEnemy_Slow
9859928c,mStaticPlaneParams[0]
985b6526,mDanceAnimLv3[1]
9864fc6d,mRotLimitAngleCharge
986fa57e,mBarrierRadiusFlickerCycleGap
9876a23a,mThirdGroupSplashLastOccur
98785bc3,mTargetOutCircleAddRadius
9884c176,mIsLookAtEvent
988e573e,mDamageFrame
9890e3fc,mBaseInitSpeedZ
989da34a,mRotateDynamicsStartFrame
989f197b,mSunShadowCheckConeAngle
98a2dfea,mJetFootPaintCollisionRadius
98a84f6a,mWallDropPaintGroundRadius
98a8f1c,mSpiralSplashRoundSplitNum
98a96d1,mAnimNameRight
98b69a93,mZakoActiveMax
98bf4fff,mEscapeSearchTime
98c8e1d0,mLifeEventFog
98cbb4b5,mHumanMotionBuffer[2]
98d11e7b,SwingDownShotEdLoop
98d8089d,mDiveFloatVelH
98e32972,mHP_Low
98f2b434,mSphereScaleEndDistFirst
99028e1d,mInkConsume
990b9bea,front1_L_0105
991261f4,mDieDemoDir
9913b568,mSecondGroupBulletAfterDamageRateOffset
991fb651,mRiseMinHeight
99265c20,mConnectMargin
99275374,mRadius
992d607f,mCrossPaintEllipticRate
99327a02,ChargerCharge
99407cd0,back3_0004
9944e10,BoneOffset
9948842d,mPeriod_FirstMid
995e3f95,mBurst_Damage_Near_Ch0
99683350,mDefenceObjColRadiusMax
9968b93a,RunHold_BombLauncher
996fb07,mSpout_SplashCollisionR_Second
9978ae75,mInkBarMoveCenterPos
997991e6,mCanopyHitShieldAttackDamage
9988c7c5,mPredictPlayerMove
999ae5e,mTargetChaseAirMaxYSpeed
99a4f636,Hair1_L_0200
99a5306c,mDamageToPlayer
99a607b6,mBoostStepDelayFrame
99a6e6a3,mFindStopCnt
99b22e96,mSplashSplitNum
99b70666,Jump_Umbrella00
99bfa7fa,mBindCapsuleOffsetY
99c6c2e5,mAtarimeDebtTargetPos
99d1e98d,mEyeBarrierShape
99d85c4a,mBarrierShape[1]
99dbd87a,mBombShotFrame
99deda64,mDontClimb0Frame
99f2736a,mS32ParamBuffer
99f30259,Dying_ChaseFrm
99fcdae3,Hair1
9a08b2db,backB1_0103
9a1bbde0,mSplash_C_WallDropPaintTarget0Speed
9a20ee34,mWalkingShotFrame
9a2269d9,ChargeEdLoop
9a238c46,mSinkAcc
9a23ac5d,amiiboPose_Standing_Selfy
9a261797,mArrowRadius
9a2a8a5,Hair2_L
9a2f0e53,mBodyDamage
9a2fa7c3,mBurst_SplashVelLMid
9a33c787,mHop_PitchH
9a512161,mMinChargeColRadiusForPlayer
9a5b9300,TouchIC_BBll_St
9a685b4d,mBombGroupName
9a6b6566,mReplanFrame
9a7ee1c,mSpout_SplashPitL
9a825164,mShotNumOneTarget2
9a839237,mTiltDownAnimAngle
9a849e58,mThinkMessageBuffer[2]
9a898c1f,mShotPostShotFrame
9a8b06aa,Dying_AroudFrm
9a9bd31f,mDefenceObjColRadiusMin
9a9cc497,ChaseR
9aa11a91,Hair1_L_0003
9aa88438,mTargetSearchRadius
9ab30308,mPlayerLookEndTimeStartServiceAnim
9ab7442,mPatrolRotEndDeg
9ab86940,backB2_0103
9ac27c53,Sqd_Jet
9ad4669b,mPlayerSpeedMax_LostArmor
9ae09cf3,EyeUvDirectableParams_Manual
9ae3af05,mGoalShapePlayer
9ae903b5,mDynamicsSphereParams[19]
9aee297e,mChaseEndFrame
9af50772,mTotemBounce
9af5cefc,mDiffuseMin
9af81def,mTargetSearchUpHeight
9af8347,mInitialDelay
9b1366af,mEffectLimitAnglePitch
9b2ae019,mLastSuccessAnimUpdateRate
9b2f563,mTargetPlayerLockOnDebugPrintScale
9b34ca41,mRefreshDemoLv1
9b3d353f,mEnterAnimName
9b3f9b03,mIsUseFeint
9b6e3ca1,GraffitiObjMgr
9b7f2349,mSunShadowCheckStepDiv
9b83d9be,mPlayerReactionInterval
9b84e567,mCollisionRadiusMiddle
9b8f63df,center4_0300
9b937fc,mTiltSpeed
9b962f62,mDamageWait
9bad5e02,mGambitIdolMotionBuffer[0]
9bb0164c,backC_0104
9bb5de46,mSplashDamageMinValue
9bc6b284,mSumisoaeTiming_Interval
9bda96e,mFinalCrushDamageToPlayer
9bdc8d47,mMaxDistance
9bdffdda,mChargeStWaitFrame
9be4bbde,mAppearPaintRadius
9be5a13f,mDelayFrameForRespawn
9bf6f5f6,mLerpRate
9bf7281c,mFanAngle
9c098a7d,mThirdGroupBulletBoundPaintRadius
9c0faf77,WalkDamage_Rllr
9c10e853,mRadiusRayCheckHitCanopy
9c12157d,Xpose_00_Umbrella
9c14ac93,mFirstGroupBurst_Radius_Near
9c16993,mBreadImpact
9c26d05a,mJumpVel
9c26f2b1,mExplodeRadius
9c3233d4,mDegBias
9c33c64,mMarkingFrameMid
9c379803,mNearDistance
9c3a8c72,mPlayerVelBufferSize
9c489b91,mHikikomoriDetectionRate
9c63feaa,MoveVel_Stealth
9c790360,mFinishImmAfterFrame
9c7bfd9a,mAirKDXZInFlyAway
9c80b4a1,mCautionAcc
9c81dae3,LevelDieDemo
9ca780ff,mModelDirection
9ca9d58b,mProudMessageBuffer[1]
9cb58219,mIsAttachCompass
9cb76704,mFirstGroupBurst_KnockBackKb
9cc55f6d,InkArmor_Invocation
9cccdfd3,mCorePaintSlowMoveWidthHalf
9cdc3fa1,Hair4_L_0005
9cdd3fd5,mCameraBuffer[17]
9ce4d3a7,mRejectMagSquidJump
9cf5092,back1_0002
9d081564,mMonitor
9d0c2db8,mDefaultAnimName
9d123da4,mBrakeStateAirResistY
9d12a91e,mCanopyNaked
9d25acac,mFrontPosLerpRateInPatrol
9d2a6cb1,DokanWarp_MoveFrm
9d2dc237,mActionBuffer[1]
9d346fae,mSplash_B_DrawRadius
9d511bbf,Hair4_R_0200
9d5a7490,WalkLeftShoot_WtrCtr
9d5fd02d,RunBackShoot_Nrml
9d63b78a,mSplash_C_WallDropPaintTarget1Alpha
9d77fdfd,mColScaleHolding
9d8b0846,Jump_Grind_Twins_Ed
9d90924e,mMove_BrkGnd_W
9d933e23,mColOffsetWeak
9d94d17c,mThirdGroupSplashFirstDropRandomRateMax
9d9d3d61,mActionBuffer[12]
9da08440,mShotKnockBack_AirBreakRt
9dae3d7f,SceneBgmMissionOctaIidaBombParams
9dc1f552,backA_0104
9dc34e22,mPresageFrame
9dc532e1,mPillarColHeight
9dc58978,mKColThick
9dc964af,RunLeftShoot_Nrml
9dcd0ef2,mMoveSpeedWakeup
9dcd3a9a,mChargePickRateLv2
9dcfadf1,mPaintGauge_ShotPitchRt_Vel
9dd92bc,mSquidTransform
9ddf52ff,mOceanDistUVScaleFreq
9dea86d5,mSpout_SplashDrawR_First
9df44de3,mAttackTime
9df9d9c7,mLineJoinAngle
9dff508c,mCollectorOtherTargetPos
9e0f04d0,mHeightAttenuScale
9e12dbc,mShotKnockBack_MaxCharge
9e1b5f21,mComboParams[1]
9e1ff449,ThrowBomb_BigShot
9e25199d,DrawingTalk
9e3580e0,mRareMainWeaponPer
9e3f98ae,Wait_Plaza_Fes_Flag
9e554ea4,Hair1_L_0200
9e59dc64,interior[0]
9e6164e7,WalkRightSwing_Rllr
9e673133,mThirdGroupSplashFirstDropRandomRateMin
9e6ed9f,Silhouette_DistNear
9e6f8804,mDamageToPlayerInStable
9e8e2530,mStartGrowFrameSincePatrol
9e958dca,mAttackDamageStartF
9e9cd030,mSwingDownHFrame
9ea43279,OpInk_JumpGnd
9eb2db08,mHeadBoneDirectableParams
9eb876d7,mCanopyShotOn
9eba6e98,ChargerShot
9ed9e7ef,mHeightTable[15]
9edfa3fd,mIsDrillPunch
9ee55c80,Open_Umbrella
9f0bd647,mSplashPaintRadiusPileRate
9f246d37,mAccY
9f2b0b4d,Surprised
9f38b48,mAttractSpeedDownDist
9f433e0e,mSideStepUnrelaxFrmOneMuzzle2
9f47d876,AalTvParams
9f50b25,mRopeC
9f511979,mShieldOffset
9f557430,mCoopThirdGroupBulletFirstDamageMinValue
9f5ea246,mShotRangeOut
9f60bee8,mAutoSwitchWait
9f66a922,ThrowMiss_BBll
9f66ba11,mExplodeDamageNear
9f67b8ab,mSpinPowerChargeTimeSec
9f68278e,mViewAngle
9f695d7e,Release
9f6ba5d8,mEatBombRadius
9f734f6a,mPlayLRAnimRotSpeed
9f7b9ec3,WaitGrindLeftTurn_BBll
9f7d2ac2,ComeOn_Rllr
9f87a461,mMass_BombSuction
9f9eb384,mBurstFrame
9fa3e58e,mSecondGroupTargetSpeedXZ
9fa408ae,mBreadOutFrame
9fa5b25a,nape1_0005
9fad81a8,mInkConsumeSplashDepletionPercent
9faf6ac0,mAirFall_Octa_Delay
9fb1c2ef,Walk_Plaza_Brave
9fbf8890,mRotateSpinePoseRYaw
9fc74c1e,mShelterHidableParams
9fc7b32a,mEnemySensorBufferNum
9fc822ca,mChargeSpeedEquipWingSink
9fcef921,mBattleStartDemo_DokanWarpFade
9fd095f0,mCoopCrossPaintRadius
9fd4792b,mChaseEd_EndFrame
9fdeb363,nape2_R_0005
9fe36ab3,mObjColOffset_Chance
9fe3c58f,mAttackPatternInLong_Lv1
9fe6bc92,Shoot_Wait_Charge
9ff2b8db,m_ParamsArray[1]
9ff7689d,mMinShotInterval
9ff9135d,DesignerParams
a0038d49,mRarityWeightTable
a01414fd,FishSchoolParam
a0143c70,mBurst_SplashPaintR_Mission
a0211583,mKnockbackVelGs
a0234de,mIdolDemo_MultiTrackFade
a026d530,mDamageThreshouldDown
a02821a8,mCandidateBufferNum
a028f1f7,backB1_0103
a03c350b,mBombCoreCrossPaintRayLength
a03cd146,mFaraway_VelY
a03d0b29,mAppearWaitFrame
a0425dd5,mRiseFall_RiseAcc
a042831a,ActorParams
a04780ad,mChargeMoveAcc
a059398c,Retract
a061e280,mBankedWaitFrame
a0723d27,mCoopInkConsumeCoreMax
a072a60c,mSpawnVel
a072b769,mTargetRadius
a07efe7a,mBurst_PaintR_SJ
a082fb0b,mThirdGroupBulletAfterFrameOffset
a0860d23,mFallingDeathHeight
a086e89c,mVoiceActorInLastBossNormal
a0894e03,mInkConsumeCoreMaxSpeed
a08f807b,mCanFind_ByBullet
a0917686,nape2_0005
a0a2a36d,mDynamicsSetColParams
a0a4ed63,mFirstGroupSplashFirstDropRandomRateMax
a0accd2e,mAirBallHangFirstVel
a0ad132a,mChargePickRateLv3
a0af9434,mBaseAreaMax
a0b59478,mHitSoundLimit
a0b6156f,mFirstGroupBulletUnuseOneEmitterBulletNum
a0b7407,mSecondGroupBulletInitSpeedRandomX
a0b9dc6c,mBurst_Damage_Far_LastBoss
a0bbfabf,mPostDelayFrm_MoveLmt
a0d2d5aa,mSplashBulletSpeedOffset
a0d3f6d0,front2_R_0105
a0dc05fb,mRiseRotateMaxDegPerFrame
a0dc5b76,Hair2_L_0200
a0dd1550,SakelienSmall
a0debc3f,mThirdGroupBurst_Damage_Near
a0e59ac6,mCoopFirstGroupBurst_Damage_Near
a0e6f57e,WalkDamage_BBll
a0e9a552,Jump_Grind_Ed
a0e9cee2,mMostSpeedSplashSplashDrawRadius
a0ed2253,mTakoyakiTargetAroundPatterns
a0fbf24a,mFlakeRoughness
a0fc9b42,mThirdGroupBulletFirstDamageMinValue
a1041331,mRecvLerpRate
a107474,mBoundVelLen
a10e05d8,mStrategySetTable_Lv1
a113958f,mInterestLostFrame
a12b51f9,mPendulumK
a14775fd,mCurveFrame
a1560ba9,mBurst_SplashPaintRHigh
a15fb974,mDailyRewardBuffer[3]
a16ae88f,mInkBarEnclosureStartFrame
