10001d9a,mDiffusion0HorizontalDegree
8467436e,mMove_AirKd_XZ
84696896,Jump_SprMissle00_St
846bf282,mSplash_C_StraightFrame
846d0f6a,mFinalCrushHitEndFrame
846e17f7,mStealthFadeOutDelay
846e40d5,StandUpSt
8472fe29,mExplodePaintRadius
847c06b0,mCurveRotateDegreeMax
84819b40,mFrameTargetUnreachable
848450f9,mPaintCheckPosOffsetSpeedRate
8485235,mFrameNoCollision
8485434e,mLineOffset
84860c20,mActionBuffer[13]
848a7b58,Z
849139c4,mLookDistance
8491881d,WaitHold_Tornado
84944a33,mMoveSpeedCoef
849964a9,pauseFadeOutSec
849f04ed,mCycleSlideWidth
84a3ff5b,mAirkd
84c4e12e,mFloatHeight
84e6b100,mMoveRange
84ec2904,mFormParamsBuffer
84f00d8d,Hair00_05_Wait_Making00
84f0c3a9,Hair02_00_WaitDamage
84f594dd,SakelienSnake
84f6f7a7,mSpecialWeaponNameBuffer
84f7a806,mSwingJumpPlayerCollisionUseHoldCollision
84fc916b,front_R_Translate
8502e8fc,mBurst_Radius_Near_Cnt0
850c405,mFirstGroupAfterGroundNrmBoundRateOffset
85191f71,Hair03_00_Lose_Rllr
8527884e,mBackStepFarPickRate
852abb13,mRotSpeedMax
85334ae8,mHop_VelH
85413031,mSideStepUnrelaxFrmMove2
8542ec44,mPaintNearDistance
8546e966,mInkBarRotateOffsetDeg
85511636,PoseD
855c9ba2,mInitVel_FullCharge
8565f9cc,mThirdGroupAfterGroundNrmBoundRateOffset
856a62e6,BurstDamageRt_Main
856a62e6,BurstDamageRt_Main_Mid
85734bd6,mEventDetectRadius
8577bfa6,mDrawCenterRadius
85791ed7,mShotDeltaAngleDeg
857f0531,mFlyingHoheiMissileLaunchRadius
85847854,Disk
85848503,neckline1_0001_AnimReduce
85873bc6,mSideStepInkConsume
858ad389,mDeviceBulletColShape
858b087b,mSplash_D_WallDropPaintTarget2AlphaMid
858bd7ab,mSplash_D_PaintNearD
859c7b86,mLookRate
85ad4c21,mThirdGroupBulletSecondAfterPaintNearR
85adbab1,GfxEnvParams
85b29af5,mSpout_RotateMaxSpeedDegree_Second
85b2e4ca,mProudMessageBuffer[0]
85b380d5,mWaterCutterFrame
85b393a8,mExpandAmplitude
85c60e94,mCameraBuffer[16]
85c61b85,mThanks_PaintPoint2
85c8525,mSwingSmallBurst_KnockBackCoreImpact
85d79e46,mPrevSpawnCalcFrame
85d81a9b,mThresholdSpeed
85e2b5ce,mVolumeLinkEase
85e3f56a,mIsRollerKoroKoroDamage
85e7311a,mIsBombPillar
85ede42,Damage_Rllr
85ef6a42,mChargeAcc
85f4b633,mCanopyTiltDegree
85f7e38d,mCautionToAttackMaxTime
860027be,mKnockbackShapeRadius
86056e79,mScratchNumParBeat
86066eb8,mEmitShapeOffsetLocal
8616b981,Demo_12_Help
8617ac49,mForceDropNearestSplashAddNum3
861d4c29,mSplash_B_WallDropPaintTarget2AlphaRate
862c1d35,mLightTexMipNum
862f4251,mJumpSpeed
8644d311,mContactDashPanelAddSpeed
8649da04,RollLarge
865633cb,mColCapsuleRadiusForPlayer
8659b271,WalkHold_WtrCtr
865d90d7,mWalkToWaitCount
86657db5,mZukkokeTiming
8668f1ca,mMinChargeInkConsume
8679dba0,mSearchFadeInFrame
86800a77,mPlayerSideJumpTorelance
86814ca7,nape2_0002_Translate
868ac0d6,side2_L_0003_Translate
868b6fff,mScatteringUseBloomFade
868bb60f,Wait_Plaza_Lookidol
869a6fc,nape2_L_0005
869a6fc,nape2_L_0005_AnimReduce
869b2fa7,mBottomId
869bb969,mMinChargePaintRadiusRateGroundToOther
869bbccd,mGuardFrame
86a007ea,Talk_Umbrella
86a37bf5,mAttack
86a5e516,mCameraName
86a5e823,mPaintYOffset
86a871fa,mInvokeMotion_VelGnd
86b2341c,mOriginalRespawnFrame
86bcce10,mBomb_KnockBackImpact_FullCharge
86cbf37c,mWallAvoidRadius
86cf1154,Win_Rllr_St
86d0c118,Happy_Umbrella
86d15c,mBreadSchedule_Refresh2
86d675e0,mVanishCheckOffsetY
86d805b5,mEnableColCheck
86d95b5c,mRotSpeedMin
86dff385,mCrossPaintRayRadius_B
86e9899a,m_ParamsArray[0]
86e9e9,Proud
86f0e72c,mIsMove
86f38f25,mHP
87006e60,mComboParams[0]
870839c3,mEachGroupFirst_WallDropPaintGroundRadius
870863f5,TwoShotMotionWeaponSetParams
87103d75,mSplash_D_CollsionRadiusForPlayer
87179549,mSteepPaint_InkCapacityScaleBias
87213838,Hair1_R_0005
87213838,Hair1_R_0005_Translate
872307e0,mLand_AbsorveRt
8730af8b,mPanelAngle
8732bb33,SkyParamRainny
87398bb2,mSplash_A_FirstAroundAroundCollisionOffset
873b9de,mIsHero
873c68f7,mRejectNetFakeJumpGap
8741d051,Hair02_01_amiiboPose_Standing_Selfy
87426c44,legD2
875898db,Lose_Nrml_St
8777ed62,Wait_Plaza_Fes_Mosh_B
877f7704,mMonitorColStartOffsetY
8783c5d,mIsForceFloorPaint
8785d014,mBurst_SplashNum_Cnt2
878ac67,mDOFFarCancel
878baa80,mScaleMoveCurve
878f527a,mArmLength_Object
87967b07,mRopeDensity
8799f0fd,mEffectShakeRange
879c0616,T_Roll
879d75e4,Attention_St
87a08827,mSplash_C_InitSpeedBase
87a8068,SceneBgmPlazaFestParams
87aa29b1,mBaseOffset
87ab4d58,mFly_Gravity
87b4bea5,ResultMove0
87bd8de9,mSplashPaintR
87c2d6ae,mHeightTable[14]
87c348b6,mCandidateNum
87cc0618,mCameraNotObstructTimes
87ce7300,Hair02_01_Charge_SuperBall_Damage
87d06510,mChargeStSpeedSink
87d1619,mCameraSwitchBuffer[0]
87d1fb08,BaseNoiseForFreq2
87d3fbaf,animInterp_Npc_Jerry01
87d46c42,mSplash_A_WallDropPaintTarget0Speed
87e17a92,Hair03_00_Xpose_00_BBll
87ebcdc0,mSecondGroupBurst_PaintDistanceNear
87f1217d,Wait_Making01_St
87f4e30e,mDamageFromMisslePosition
87f6f5b1,mRotLerpRate
87f7f380,mKfInStable
87f8fdb3,mMoveAccWakeup
87faacc3,mEscapeDist
87fe2e37,mCollidertoEnemy
87ff8337,mFlyingHoheiMissileLaunchFromBody
88080a99,hair_Scale
8814ca9d,mIsReturnOffAtRepaint
8830f62,mReflectionVBall_Wait_SpeedMax
883cdc67,mEachGroupFirst_WallDropPaintTarget1Frame
883d52d7,mFullChargeDamage
883f4cb5,mPitchInterpKd
8841df10,mPillarPushSlowLength
88468eac,mSquidMotionBuffer[2]
8849c54b,mWallNrmBoundAddSpeed
884b65d9,back3_0201
884b65d9,back3_0201_Scale
884d2634,mCoefAddBulletVel
88505948,SnapshotMgr
885475ef,mTwoShot_FilmingTime
8863e7ce,mIsProduced
8868c20e,front1_Rotate
886af81e,mEyeDirectPosInStart2
88706c7f,WaitShoot_Umbrella
88770257,mWalkingWalkFrame
887d021b,hair_AnimReduce
8881aa12,mRadialFogIntens
88837813,mRiseFall_SquidAccRtDamp_Bias
88871216,mBulletReactionYPercent
8889a01,mThirdGroupBulletFirstPaintFarR
8893a2c7,mBurst_PaintRSecondShotRate
8896cd8f,mCrossFadeFrame
889ace99,mCollisionPlayerExpansionStartFrame
889ccb8e,mOwnerObjId
889d09a9,mShotRandomLRBias
889ee56d,mRandomRewardBuffer[3]
88a3e96b,mBurst_SplashVelH_FullCharge
88aadbd8,mSecondGroupBulletAfterCollsionRadiusForPlayerOffset24
88ae4c63,mSecondGroupBaseSpeedComeUnderRate
88af18d,Hair00_05_Jump_Grind_RainCloud_Ed
88bc7e56,mImpactStrong
88c3b909,mEnableOceanDistUVScale
88cab8f1,mObjColCapsuleParams[2]
88ce11d0,mDamagePaintByArmorBreak
88d89150,mFootPrintAnimBuffer[1]
88e5a9a6,Hair02_00_Pose_TeamSnapshot_10times_Umbrella
88eb1273,mDamageMiddle
88ee0e73,mBombVelGoroParams
88ffda42,Dance_St
8907a14c,z_Hair_L_0005_Translate
89095cf0,mBurst_Landing_AddHeight_Mid
89171afa,mBombCoreCutoffDamage
8917c20c,Walk_EnterTrain
891bfc0e,mPlayerSurvivedLandingFrame
891dccce,mDeparture_Train_StartRt
891f3876,mOctaDynamicsSelfColParams
892472c0,mSteepPaint_UnitRadius
892b6bb2,mFirstSearchRayAnglePriority
893ed355,Hair03_00_Jump_Ed
89426beb,mPlayerEndSpeed
894d1c42,mWallNrmBoundRate
8959c274,nape1_0005
8959c274,nape1_0005_Scale
895e7b36,mCrossPaintRayLength_SJ
8960d9a9,mDuckingParams
896e989e,mBarrier_BoundVel_AddY
8970db21,Jump_Rllr00_Ed
897fca70,mSoundProperty0PercentDamage
898025a3,mBalloonOffsetYBurst
89891fe,mIsUseObjBreakableBomb
8989f4b6,mPlayerDamage
8995c645,mScaleMinDist
8997949b,mCameraPushWait
899a1227,Hair00_05_Lose_Chrg
899a44be,mBurst_Radius_NearHigh
899dedd6,mLocal
899f573f,mPendulumLength
89a00e29,mBulletDamageMaxDist
89a06109,mSplashCollisionR
89a63880,Hair02_00_amiiboPose_Standing_Selfy
89aa6305,nape2_0002_Scale
89af9537,mCanopyReflectBoundRate_SettingOcta_
89b1dad7,ScaleA
89bb2c14,mBreadSchedule_Refresh
89c321ac,mShotMaxOffsetY
89d0d7a3,mHitIkuraNum
89d255b9,mIntervalHitRailPoint
89d95804,z_back_0004_Scale
89dca3e6,mMaxEffectEmitNumInFrame
89e04505,backB2_0103
89e04505,backB2_0103_Scale
89e1df4e,mOceanEnableDepthFog
89e4fcf9,mCoopSecondGroupBurst_PaintRFar
89e741c8,Hair01_05_Win_Rllr_St
89e97f9,mSplashDamageOutsideMiddleValue
89e9a82d,Hair02_01_Pose_TeamSnapshot_100times
89ea3381,mSplash_D_InitAddDegXBase
89f795e3,mDynamicsParamsBuffer[14]
89faf995,Hair1_R
89faf995,Hair1_R_Translate
8a0ab013,mBurst_SplashPitL_MaxCharge
8a0ba653,mOffsetY_InWater
8a1492ad,mDefeatDemoDuckingWorld
8a1a5e59,scaler_0103_AnimReduce
8a1b4ca8,mBurst_KnockBackRadius_Cnt0
8a1d184e,Hair00_05_WaitDamage
8a2762a1,ServiceWait00
8a29454a,mDiffusion1VerticalOffset
8a30e0ef,mHitStopNoiseMaxFrame
8a32f8,Jump_Grind_Nrml
8a3d51c0,mBurst_PaintR_LastBoss
8a439edf,mRandomizeInitSpeedZ
8a44ae1,mFriction_Move
8a464856,mAnimParamsBuffer[2]
8a4d5b80,mThirdGroupSplashPaintRadiusRate_MWPUG_High
8a514745,mSecondGroupBulletSecondAfterPaintFarRate
8a51774d,mBombDamage
8a55c58e,Pose_A
8a589a5b,mFootPaintRadius_FDFixed
8a62332b,WalkLeftSwing_Rllr
8a72eab7,mDailyRewardBuffer[0]
8a7da0f6,mForceDropNearestSplashAddNum
8a81199d,mBurst_SplashPitH_Cnt2
8a82a155,mSearchCnt
8a82caf8,mFindRotateRate
8a98aac8,mSplash_A_Num
8aace85a,ThrowBomb_Chrg
8aad0037,amiibo_PoseA
8ab87282,mBurst_Damage_Far_Ch0
8abbb258,Rotation2
8abd7166,mSpeedPL
8abdf06d,mFrameBlink
8ac1684a,Shoot_Nrml
8ac180ed,pauseFadeInSec
8acc09bc,mAttackTargetRange
8ad12935,Hair02_01_Demo_Result_Carry
8ada989f,mScale_MaxVelL
8ae23df5,mChaseStartBaseSpeedComeUnderRate
8af487a9,WalkBackSwing_Rllr
8b071dfc,mShockWaveOffsetX
8b1297f7,MarkingTime_ShortRt_Trap
8b1297f7,MarkingTime_ShortRt_Trap_High
8b1d34f3,mAttackPatternSequenceLv1
8b1f93a7,Check
8b2369bf,mRiseFall_AltitudeCheck_Num
8b255df4,Jump_BigLaser00
8b29a5c3,mFirstGroupBulletStraightFrame
8b2fc633,mBurst_PaintRMid
8b30759b,animInterp_Obj_GeneralBoxNoPaint_15x15x15_Blitz
8b3278e3,mFaraway_ScaleDownBias
8b35c6b,mOtherWeaponEnterMessageFrame
8b4008a7,mWaitPickUpFrame
8b4f420f,mApproachStateTargetDistanceXZ
8b50c6fa,mSplashOffsetWidth
8b51b0fb,mBurst_Radius_SecondShotRate
8b593c6a,mSplashAnglePitchB
8b60029d,mBurst_WaitFrame
8b6128bf,WaitShoot_SprMissle_St
8b67515e,mLightPillar_HeightHalf
8b6a2b0,Hair00_05_Jump_St
8b7022f8,FesA
8b817d57,mCoopMaxChargeInkConsume
8b81fc0d,mMutekiRefreshFrame
8b840a9c,mAdjustFrame
8b8a7e5d,mPaintFarCenterDistance
8b91614e,mGeyserDamage
8b923b8a,front_R_AnimReduce
8b925823,SakelienTower
8b950e7e,nape1_Translate
8b956758,Hair01_05_amiiboPose_StandingVss_00_Nrml
8b9a90d3,mMuzzleMinLimitAngleDegPitch
8b9f4e29,mSpeedCoefSlow
8ba8796b,mBombCoreCrossPaintRadius
8babb745,mThirdGroupBulletInitSpeedRandomX
8bb3f745,mThrowBurst_Damage_Middle
8bb798bc,mCoopThirdGroupBurst_PaintRNear
8bc9f5fe,mApproachStateTargetDistanceXZVsOnlyOneTarget
8bd4e90a,mPaintNearestSplashCameraRate
8be2a634,side1_L_0004
8be2a634,side1_L_0004_Rotate
8be35de7,mShotIntervalTarget1VsOnlyOneTarget
8be60ee8,mMaxDistance_MWPUG_Mid
8be78722,Charge_SuperBall_Damage
8beefe78,nape3_0201
8beefe78,nape3_0201_Rotate
8bf72502,mDiffusion1Num
8bfb32c9,mTrackRepeatFrameInStable
8c00eb86,mLeftArmDynamicsParams
8c062153,mHeightTable[4]
8c122ef0,Lose_Umbrella
8c16a1d2,mMonitorRotateX
8c180feb,mArmor_DamageEffect_Num
8c187409,mHasHitFrame
8c2000cc,mRefreshFrame
8c2bd4c,mSplash_A_PositionWidthY
8c30f09,WaitShoot_Chrg
8c37d14b,mStampComboNumList
8c3e58a5,ChargeEd2
8c4da409,mSecondGroupBurst_Damage_Far
8c4e78e8,mPlayerTargetCircle1RandomOffsetZXVsOnlyOneTarget
8c52cf03,mLoopStart
8c56bfe4,mSleepPlayerDeath
8c679e68,mJumpTopWaitFrame
8c75ab30,Jump_Grind_Twins
8c7b9654,mFirstGroupBurst_PaintRRate_MWPUG_High
8c86a432,mArm00DirectableParams
8c87bf62,mTwoShot_IdolSpotIdx
8c8b4929,mPaintNearestSplashValidHeight
8c8d9045,mDamageToMapObj
8c978a37,Hair01_05_amiiboPose_StandingVss_06
8c9d3d5e,animInterp_Obj_PlazaPlane
8ca12f84,mLock_SplashVelL
8ca3cadd,mBoundMinDegToSlopeOnHorizonOnDownHill
8ca725d2,MoveVelRt_Human_Shot
8cb11a03,mDanceAnim[5]
8cb1dbde,mSplash_B_WallDropPaintShockRadius
8cb484b9,mdamy_
8cbae727,mQuickCombpRotSpeedDegPerSec
8cbe5ae,mSkyLight
8cbf2e4f,mStartPos_Offset3
8cd8a43b,SitB_random
8cde391c,Sit_Sleep
8ce0ea5c,cap_Translate
8ce16ff2,mPlaneBuffer[]
8ce1825c,side_L_Translate
8ce1a0d1,mConsiderGroundingFrame
8ce9aa1a,Talk_Below
8cf0e387,front1_L_0105
8cf0e387,front1_L_0105_Scale
8cf3d6fd,SakelienLarge
8cf76bf,mSwingJumpPaint_SpanFrame
8d0468a3,mCrossPaintRayRadius
8d0e2552,mMuzzleMinLimitAngleDegPitchWalkingShot
8d11f9ad,mFirstGroupBurst_Damage_Far
8d199df3,Point
8d2328a2,mSoundPitchStart
8d304a95,mTargetPosMaxOffsetX
8d35bef2,mDailyRewardOffsetScale
8d43c941,mDamageToEmit
8d4688bf,mGoalColRadius
8d493769,mJumpGndCharge
8d4a8b13,RailKing_demo0
8d575edc,Sit_Pose
8d5d6a99,z_Hair_R_0004_Rotate
8d5e99a6,mAppearFrame
8d6026c0,Hair03_00_Lose_Nrml
8d6338f9,Walk_In_Wait
8d650e,mCrossPaintEllipticRate_SJ
8d77d1e4,mRotAngleAccPercentDamage
8d7c5906,mDelay
8d8bfa2e,Hair00_05_Lose_Glng
8d9bc1dd,RunRightShoot_Nrml
8da876c5,mSplash_A_WallDropPaintTarget0FrameMin
8db055d1,mBulletSpeed
8db39bc2,mBangDownSmall_Backswing_AnimStFrame_FromGird
8dbd17b7,mShapeOffset
8dc0d66d,Hair03_00_Drown
8dd361b,mIkuraDropNumFirstLarge
8dd5b35a,animInterp_Npc_PassengerA
8dd726a8,Hair4_L_0200
8dd726a8,Hair4_L_0200_Scale
8ddaa9e3,mMovePaintRadius
8de15bdc,Jump_Twins00_Ed
8de5dc33,mStampFacePaintRadius
8deb5d0b,front1_0001_Translate
8df1f89b,mFormParamsBuffer[2]
8df4a213,mReturnSpeedMin
8e010156,center2_0300
8e010156,center2_0300_Scale
8e0725af,mSlowDownRateInPlayerRide
8e0f001a,mMaxChargeDamage
8e14632d,Hair02_00_amiiboPose_Sitting_Selfy
8e18371d,mSteepPaint_DrainCapacityH
8e208689,TakeOut_SketchBook
8e2647fc,animInterp_Obj_PlazaSofa
8e29c9d2,mFrameSinkLure
8e29f054,mPaintRadius_Bias
8e2bd804,StandUpSt_Helmet
8e2f7639,mColPlayerAddHeight
8e326986,z_front_0005_Translate
8e34faa8,mFirstGroupBurst_PaintRFar
8e36a4c7,Return
8e3bb074,animInterp_Npc_SweetsShop
8e420f6f,mPunchHitKnockBackLength
8e4a4aab,mFirstGroupSplashFromSecondToLastOneOccur
8e4b6b14,mBombPaintRadius_B
8e4e3052,side1_L_0101
8e4e3052,side1_L_0101_Rotate
8e54eabf,mAnimParamsBuffer[11]
8e5b30c6,mBurst_Damage_Middle_SJ
8e5b968a,mSplash_A_WallDropPaintTarget0FrameMax
8e6a2661,Dead
8e6d5b71,mSubRt_Effect_JumpTime_Save
8e6fd119,mSwingAroundDist
8e727ea3,mPathPlannableParams
8e80a7b8,mFallInterval
8e826db0,mLightTargetPosSmooth
8e92678e,Wait_Plaza_DanceA
8e95ca7f,mBurst_KnockBackCoreImpact_Ch2
8ea08207,mLife
8eb0894d,mLaunchFrame
8eb1f52d,BreadQuickOut
8ebd0053,ThrowBomb_Glng
8ec2da8,amiiboPose_SittingVss_02_Rllr
8ec9ddb3,mIsCantGetInOtherKeyInGot
8ee0f157,mIdolDemoDuckingParams
8ee174cd,mThirdGroupBaseSpeedComeOverRate
8ee5a523,Wait_Plaza_Dance
8ef43fa4,mMuzzleToleranceInWaterCutter
8ef64166,mFinishNoticeFrm
8f0a30c,mMove_BrkGnd_C
8f101ad,mBurst_Radius_Near_SJ
8f13c9bd,WalkBackHold_SprMissle
8f191e6e,mBangDownSmall_BulletCollisionStFrame
8f1941dc,mRainAreaSpreadHeightWaitFrame
8f1b4c7d,mCoopMinChargeInkConsume
8f2226b2,mForceSleepFrame
8f2249f6,mRiseFall_AltitudeCheck_SphereR
8f233871,mLightPillar_DistanceL
8f2d475e,mGird_VelGndEn
8f2ebc12,mDashKd
8f30b49,Jump_Grind_Rllr
8f351525,Hair02_01_WalkDamage
8f3ebefe,Stare
8f4408dc,mThirdGroupTargetSpeedXZ
8f452f42,mJumpFrameSinceDontMove
8f469aa5,Win_Umbrella
8f4a88f,OpInk_Armor_HP_Mid
8f4c2d56,mSpiralSplashMaxSpanFrame
8f50d4cb,side2_R_0001
8f50d4cb,side2_R_0001_Scale
8f52d531,mPillarImpact
8f57336f,mHitStopNoiseBaseFreq
8f64b7e1,mLeapStampLandingPosOffset
8f6ee22,Hair02_01_Attack_Brush00
8f7616d5,Hair02_01_Jump
8f766b5b,mAspect
8f772bd7,mCanons[4]
8f79cd2b,mRepaintForwardRadius
8f7dba57,mFlyingHoheiMissileChangeVecLeft
8f7eb4ab,mCurveStateNextStateMinDegreeAxisY
8f9ec754,mIsDrawMapArea
8fa39070,Hair01_05_Lose_BBll
8facc2c4,mBombDamageRadiusFar_B
8fb15845,mBurst_SplashNum_LastBoss
8fb2249d,mReward
8fb611ec,Jump_Grind_Nrml_Ed
8fbe58aa,SakelienBagman
8fbeb67,mDirectionOffset
8fc8ec20,mSideStepInkConsumeScale
8fd884ad,Guard
8fda8bef,mCylinderRadius
8fda9e04,mDiffusion1HorizontalDegree
8fe036d0,FireSpinR
8fed9f6a,mAirBallPosOffset
8fef5b26,mSpawnOffset
8ff8c397,mPaintScaleOriginal
8ffd6405,mSphereSplashPaintRadius
8ffef18,animInterp_Npc_IdolB
900a6b86,mDamageCoopEnemy
900b7566,Hair02_00_WaitHold
900f1b62,Sakedozer
90224b09,SlipSlope
9024aed1,mLostIkuraIntervalFrame
9025b755,mScatterSplashInitSpeed
9028faae,mMiniMap_RenderingScale
902cda48,mAccelBumpWall
9030102d,Hair02_00_Wait_Shop
9034db6f,mThrowFieldCollisionRadius
9034fb19,mSecondGroupBaseSpeedComeOverRate
9036e2c8,mIsDrawCorner
903df044,mSplash_D_InitSpeedNoRandomNum
9042b8a0,nape2_R_0005
9042b8a0,nape2_R_0005_AnimReduce
904996aa,MsnDemo_Start_Slosher
904a548d,Hair02_01_Win_Glng_St
904b3f14,mLandSplashDrawRadius
904fceb2,Hair02_00_Wait_Shop_Umbrella_Change
9055bc54,mAttackEdSpeed
90629234,mThirdGroupBulletFirstPaintRRate_MWPUG_High
907ba5f2,mBangDownBig_BulletCollisionEnFrame
909128d8,mRejectUnderWalkRadius
90939405,Hair1_L_0003
90939405,Hair1_L_0003_Scale
90949541,z_head_0004_Rotate
90a8169d,mCollisionRadiusNearRate_MWPUG_High
90aba7c1,mAttCorrectionLerpRate
90b1c885,mSwingBigBurst_KnockBackRadius
90ba9f95,mLandingPaintRadius
90bab73b,mWeaponAnim_Return_StFrm_AtGird
90c1621c,ConsumeRt_Main_High
90c1621c,ConsumeRt_Main_High_Low
90c6938,WaitD_random
90c91e52,Hair02_00_Xpose_00_BBll
90cd4888,mCoopSecondGroupBulletAfterCollsionRadiusForPlayerOffset
90cf32ae,mDamageMinDistance
90d21744,side1_L_0101
90d21744,side1_L_0101_Translate
90d3da85,nape1_0003_Translate
90d6fcfb,mPaintAreaSize
90d76fe2,mDiffusionInitVelRandom
90e4e407,mRotSpeed
90e605ed,animInterp_Obj_PlazaAutoDoorD
90e8f21,mThirdGroupBaseSpeedComeUnderRate
90eaa3ea,mFlySplash_MaxScaleHighest_Ch2
90eca4a2,mDynamicsParamsBuffer[15]
910084c2,mThanks_TravelDistanceH
9109d723,animInterp_Obj_BaseCamp_Octa_StrapA01
910d45f9,ErodeNoise
911d59d7,TouchIC_BBll_Dash
912d09ce,mMove_VelGnd_WeaponHeavy
91398972,mFirstGroupBurst_KnockBackRadius
913acc70,mBulletRadius
91423b11,mDamageByBomb
9146946c,mPaintGauge_PointFull
914e62f1,mChaseStartFrame
91552b91,mFrameLimitAttack
915b1a38,mPendulumC
915dbfed,mSquidMotionBuffer[3]
9160e535,DisappointedB
916474c4,Jump00_St
9165eb55,mInkConsumeCoreMinSpeed_MWPUG_High
91674a3f,mBombPaintRadius
91738ff0,mmTrapBox
91749949,attack_loop
917a48c9,mCoopSecondGroupBurst_Damage_Far
917f0df3,mPhaseArray
91831c3e,mNpcPlazaActionParams
91858c36,mBurst_PaintRHigh
91858e9,mSecondGroupBurst_PaintRFar
9185d42c,mRandomRewardBuffer[2]
918604c1,mSpiralSplashSpeedMaxRate
918e7fdc,MarkingTime_ShortRt_Trap
918e7fdc,MarkingTime_ShortRt_Trap_Low
9196cd91,mQuickChaseStartAttackDistance
9199bdfe,Sp_Start_SuperStamp_Ed
919abd65,Hair02_00_WalkShoot_Rllr
91a0958e,MsnDemo_Change
91a5029e,mMark2_InkBarNum
91a7266a,mJustAirForceGroundAddHeight
91af1e28,WaitA_random
91b2884e,mPlayerSpeedForRollerKnockBack
91b64d78,mCanRollerCorePushAgainFrame
91b74d74,mLastSuccessFadeStartFrame
91c277c,mAnimEdFrame
91c3a011,mFootPrintAnimBuffer[0]
91d0d560,Walk_In_Latter
91d189b0,mObjColCapsuleParams[3]
91d3a58c,mGravityInStable
91d45824,Walk_In_First
91d74fb,Hair00_05_amiiboPose_SittingVss_04
91d7fd8,mPunchMoves[1]
91e73dfa,mLightCtrlOffset
91e9b356,mSecondGroupSplashColRadius
91f6bea2,animInterp_Npc_IdolA
9202a278,mLookRange
920470d7,mEmissionIntensity
9216aa59,Hair02_00_TouchIC_Dash
9220ff0d,mStartPointMinScale
92211607,mIsOverwritePushInterpolation
92256b90,DokanWarp_MoveFrm
92256b90,DokanWarp_MoveFrm_High
9227fde5,mUseBubbleTarget
922be8eb,mCoolDown
922c1f0a,mBurst_KnockBackCoreImpact_Cnt0
922c9ae3,JumpShoot_Chrg01
9232c23c,mVelDamping_EnemyEscape
92354b64,mUseLv3First
9235f362,Wait_MakingOcta00
923934c0,Hair02_00_Jump_St
9239bbd3,mEnvMapPoint
923d4da9,mSplash_D_DamageRateBase
92436c6b,mMaxSpeedY
924a34b5,mLifeTime
924b407,mPlayerAirKd
9254cfac,BreadTurnOff
9256dc42,mBombCoefficientOfRestitution
925fc0cd,AppearCutter
925fdeeb,animInterp_Lft_DecaFloorN60x15x60_Octa
92600b96,mRejectLength
92762760,Hair03_00_RollingShoot_Twins
9277d881,z_side_R_AnimReduce
927a97dc,back2_0201
927a97dc,back2_0201_Rotate
927cdcce,scaler_rear_0300_AnimReduce
927ecaab,mMeshOffset
927f4260,mLastBossKeyColRadius
927fca7e,mNormaGoldenIkuraNum
9280bfc,T_ChaseL
9291e709,mUpDownScale
9298bbec,mPaintCheckHeightLimit
929a4871,WaitSt
929f449a,mSpeedB
92a08324,Hair2_L_0005
92a08324,Hair2_L_0005_Scale
92a8af30,mDribblePosX
92b3cd99,size
92b9fe13,mStartPointNozzleScaleCf
92c058ef,mInkBarRotateOffsetDeg
92c73f67,mFirstSearchPlayerFindDegree
92d10735,Kneel
92d23943,ThrowBomb_Curling
92da6ddc,mSearchablePlayerParams
92db360a,mLastBoss1BriefingStartPos
92e3f964,Hair00_05_ThrowHold_Piyo
92e5a420,mAutoOpenBox
92e816d1,WaitShoot_WtrCtr
93004f6d,mRotSpeedBack
930baedf,Demo_Start
931e402f,mHoriInkBarLength
9329b079,PointA_St
932d1468,mIsAbleToCancelBySquid
9334448e,mRopeLength
933c9563,mSpiralSplashColRadiusForField
933cfc0b,mDamageRateObjectEffectUp
933f8c5b,Hair_all_0002
933f8c5b,Hair_all_0002_Translate
9346da44,tvOutputVolume
934f697a,animInterp_Obj_BaseCamp_Octa_StrapB01
9353408f,mActionGuidePointOffset
935d7917,mAnimParamsBuffer[3]
9369dbf6,mDailyRewardBuffer[1]
937c450c,mStall_EndWaitTime
93845f5b,mSplash_B_WallDropPaintTarget1Alpha
938a7831,mBangDownBig_Backswing_AnimFrame
939e9fc2,mHeadDirectableParams
93a829e9,Attack_SuperStamp
93ad40bf,amiibo_Relax
93ada32d,mChargeRtAutoIncr_Mid
93c295a9,mSplashDamageInsideMaxDist
93d3377c,Test_tataki3pose
93d6a2e2,mChargeKeepSniperCameraMoveFrm
93d6d159,mTakowasaHitKnockBackLength
93ea2a4b,mUpFrame
93ea39a6,mBurst_Landing_AddHeight_High
93ea4389,Sit_Rap2
93ec3af3,animInterp_Body
93f19560,Jump_BigShot00_St
93f20005,mBubbleLaunchOffsetSide
93f4c7f1,MainRt_Effect_Mid
93fd5442,mBurst_Radius_Far_MaxCharge
9408f2fa,mCharge
9411cf5d,mEndRt
941b0779,mStartDemo
94214b64,mGripB
942a49b7,Hair02_00_Wait_Making00
94411205,mRotInterpRatio
94481113,mDropIkuraNum
944de39c,mLife
9458c4e,ServiceWait_2
945a54a8,FallDown
945db992,mFallDieHeight
945ea9dc,mRayleighScatteringAmplifier
94653584,Hair3_R_0005
94653584,Hair3_R_0005_AnimReduce
94680ba,mEndingDelayFrame
9470247,animUpdateRate_Body
